,Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
NumCompaniesWorked,-0.03995351422172903,0.29963475798369305,0.043493739057813556,-0.030742984154196615,0.03815343427940981,0.035881612263951736,-0.02925080419729297,0.12631656017668424,-0.008434638816024988,0.012594323218943252,-0.03914744956027877,0.022156883390196815,0.015012413243111,0.14250112381048669,0.054265911467665955,-0.055699426012746106,0.03550538873744982,0.14951521598969808,0.01752135341557157,1.0,-0.020785821366834045,-0.010238309359925738,-0.014094872753535903,0.05273304856488602,0.03007547509689748,0.23763858978479502,-0.06605407172783642,-0.008365684790058859,-0.11842134024259096,-0.09075393370080813,-0.03681389238350819,-0.11031915543773246
OverTime,0.026132439054745132,0.028062357084123968,0.2461179942458045,0.04275151615331705,0.00913496990113506,-0.0074809675866862055,0.02551363494994618,-0.020321767395703703,0.0252261393515564,0.07013172677409493,-0.04192434795198774,-0.007781974361000032,-0.003506710569404354,0.0005440477748809414,-0.01958605361254906,0.024539481060031572,0.017521381576973773,0.006089285402589965,0.021431144567353462,-0.020785821366834045,1.0,-0.0054328266507926905,0.0043691200616519845,0.048492802870138574,-0.0004486707219197184,0.012754266341936361,-0.0791133715510096,-0.027091878472393135,-0.011687120468355206,-0.029758008947989488,-0.012238822598887962,-0.04158599865385793
PercentSalaryHike,0.0719528900860181,0.0036335849148615615,-0.013478202057439133,-0.025726943447009747,0.02270367749633482,0.007840161292256932,0.04023537745919308,-0.011110940860654058,-0.01659018562310659,-0.0317011952417921,0.002732647514859363,-0.009061986253740058,-0.017204572244480403,-0.03473049227941839,0.015041933063105813,0.020002039364081924,-0.012492328795430364,-0.027268586440314612,-0.006429345946711407,-0.010238309359925738,-0.0054328266507926905,1.0,0.773549996401268,-0.04049008105707737,0.007527747820520268,-0.020608487617691486,-0.005221012351720985,-0.003279636009367674,-0.03599126243195386,-0.0015200265442778095,-0.022154312598866053,-0.01198524847236141
PerformanceRating,0.07397632941117673,0.0019038955127583404,0.002888751711080754,0.0016833372031894668,0.00047329632718814854,0.024603542829997514,0.027109618481976083,-0.024538791164833304,-0.01466823804358952,-0.02954795229768102,-0.013859018361688995,-0.0021716974278100953,-0.029071333439069612,-0.021222082108857704,-0.00224271481179733,0.0022971970637803586,-0.00520662600585197,-0.01712013823739133,-0.009811428489361017,-0.014094872753535903,0.0043691200616519845,0.773549996401268,1.0,-0.03135145544245546,0.0035064716148102133,0.006743667905952513,-0.015578881739137301,0.002572361317683405,0.0034351261159234594,0.03498626040719486,0.01789606614479962,0.022827168908479387
RelationshipSatisfaction,-0.007407748589369017,0.053534719671229136,-0.0458722788811266,0.008926303364628393,0.007846030957248193,0.022414425363375807,0.006557474646578789,-0.009118376696381374,0.00036030368430301537,0.0076653835410745025,0.022868369968027585,0.0013304527859504195,0.03429682061119769,0.02164151053259158,0.016424386856060215,-0.012453593161926919,-0.022549070679790707,0.02587343613755766,-0.004085329337519469,0.05273304856488602,0.048492802870138574,-0.04049008105707737,-0.03135145544245546,1.0,-0.04595249071656192,0.024054291821341518,0.0024965263921170066,0.019604405703968594,0.01936678687745547,-0.015122914881937724,0.033492502069354155,-0.0008674968446255369
StockOptionLevel,0.017972387889502967,0.03750971242477767,-0.13714491893332537,-0.028256953287062656,0.04214279637720676,0.012192914425298695,0.04487199885318151,0.01842222020401691,-0.010175744932931372,0.0034321577550575433,0.0127157137640634,0.0502633990651199,0.021522640378024045,0.013983910528615338,-0.01025274006303556,0.010690226120755911,0.6625772916604353,0.005407676696812195,-0.03432283020666101,0.03007547509689748,-0.0004486707219197184,0.007527747820520268,0.0035064716148102133,-0.04595249071656192,1.0,0.010135969318901658,0.011274069611249118,0.00412873000287151,0.015058008028094514,0.05081787275393166,0.01435218486435542,0.024698226563030123
TotalWorkingYears,-0.04563029816631502,0.6803805357911988,-0.17106324613622595,0.007972110014095998,0.014514738706320819,0.015761511938565103,0.00462842586378385,0.14827969653887327,-0.013155242443039224,-0.002693070388534181,-0.046880939477783184,-0.00233368182332225,-0.005533182057407319,0.7822078045362741,0.2564547791490748,-0.02018507268501697,0.07788635203890547,0.7728932462543568,0.026442471176015347,0.23763858978479502,0.012754266341936361,-0.020608487617691486,0.006743667905952513,0.024054291821341518,0.010135969318901658,1.0,-0.03566157127961887,0.0010076456218962987,0.6281331552682455,0.46036463801181005,0.40485775850255984,0.45918839708314474
TrainingTimesLastYear,0.01281700815861038,-0.019620818942698407,-0.05947779855642069,0.016357219493779784,0.002452542712083252,-0.036875066263431906,-0.03694223433991595,-0.02510024113793328,-0.013648370618796606,-0.019359308347132405,-0.03878673547787924,-0.00854768520927057,-0.015337825759429238,-0.01819055019354925,-0.010068217843930189,-0.005779334958608867,-0.01062860721685256,-0.02173627682389315,0.001466880632285825,-0.06605407172783642,-0.0791133715510096,-0.005221012351720985,-0.015578881739137301,0.0024965263921170066,0.011274069611249118,-0.03566157127961887,1.0,0.028072206603628885,0.003568665678427449,-0.005737504337956819,-0.002066536038005954,-0.004095526021226157
WorkLifeBalance,0.0345716952720593,-0.021490027957098545,-0.06393904721740906,0.004208799278266285,-0.037848051005781674,-0.026382525037315717,-0.026556004106569175,0.009819189309781885,0.04634577757346354,0.027627295460115504,-0.002752678820819158,-0.004607233750264256,-0.014616593162761845,0.0378177455966661,0.03744425815756777,-0.019458710212973865,-0.014708293809200933,0.03068308155694024,0.007963157516976937,-0.008365684790058859,-0.027091878472393135,-0.003279636009367674,0.002572361317683405,0.019604405703968594,0.00412873000287151,0.0010076456218962987,0.028072206603628885,1.0,0.012089185354581197,0.04985649792220439,0.008941249141234398,0.002759440242340336
YearsAtCompany,-0.029385560803632922,0.31130876974509897,-0.13439221398997728,0.005212127727863718,-0.034054767568547535,-0.022920442318194626,0.009507719899011339,0.06911369603133864,-0.01110447915375215,0.0014575491911165241,-0.02974708593503424,-0.01958161620912121,-0.021355426979629718,0.5347386873756309,0.12036087666008556,-0.003802627948288118,0.05998600393326205,0.5142848257331979,-0.023655106706177226,-0.11842134024259096,-0.011687120468355206,-0.03599126243195386,0.0034351261159234594,0.01936678687745547,0.015058008028094514,0.6281331552682455,0.003568665678427449,0.012089185354581197,1.0,0.7587537366134595,0.6184088652176045,0.769212425100703
YearsInCurrentRole,0.005151290881062948,0.21290105556556801,-0.16054500426770094,-0.0053364235534021824,0.009932014960094184,-0.05631544679192423,0.01884499910894579,0.060235554120695756,-0.01179731317048323,0.018007460142878594,-0.04148272852576778,-0.024106220208784997,0.008716963497611632,0.38944673287666964,0.05469152809376294,-0.002304785229830147,0.06582189982406565,0.36381766692870876,-0.01281487437047169,-0.09075393370080813,-0.029758008947989488,-0.0015200265442778095,0.03498626040719486,-0.015122914881937724,0.05081787275393166,0.46036463801181005,-0.005737504337956819,0.04985649792220439,0.7587537366134595,1.0,0.5480562476995177,0.714364761638592
YearsSinceLastPromotion,0.010633694247859314,0.21651336785165345,-0.03301877514258435,0.005222020469779371,-0.033228984787772094,-0.04006096687331558,0.010028835943115369,0.05425433359132042,-0.028563551216007982,0.016193605568453354,-0.026984577172944384,-0.026715586064335158,-0.02418429236517886,0.3538853469641019,0.0689403288753613,-0.018213567810190845,0.030915078785060363,0.3449776381654273,0.001566799514676104,-0.03681389238350819,-0.012238822598887962,-0.022154312598866053,0.01789606614479962,0.033492502069354155,0.01435218486435542,0.40485775850255984,-0.002066536038005954,0.008941249141234398,0.6184088652176045,0.5480562476995177,1.0,0.510223635778808
YearsWithCurrManager,-0.023001171838014256,0.20208860237515242,-0.15619931590162894,-0.00022851184702926916,-0.026363178228837804,-0.03428247258579984,0.014406048430630062,0.06906537825528478,-0.0026070404577836904,-0.004998722628107489,-0.030598909280602556,-0.020123200184066086,0.02597580794908898,0.37528060776572564,0.04571328146303871,-0.027656213884290005,0.038570073733423624,0.3440788832587209,-0.0367459053367694,-0.11031915543773246,-0.04158599865385793,-0.01198524847236141,0.022827168908479387,-0.0008674968446255369,0.024698226563030123,0.45918839708314474,-0.004095526021226157,0.002759440242340336,0.769212425100703,0.714364761638592,0.510223635778808,1.0
